dataset,layer,num_rows,query_position_mode,mean_prev_loop_mass,mean_last_prev_loop_mass,mean_prompt_mass,mean_current_trigger_mass,mean_recent_nonloop_mass,mean_other_completion_mass,top1_fraction_previous_loop,top1_fraction_last_previous_loop,top1_fraction_prompt,top1_fraction_current_trigger,top1_fraction_recent_nonloop,top1_fraction_other_completion
math500,20,68,pre_trigger_start,0.1843027503174894,0.0749765469092167,0.416082980001674,0.0,0.15347216293380103,0.24614210881511955,0.09926470588235294,0.08088235294117647,0.78125,0.0,0.09099264705882353,0.02849264705882353
math500,21,68,pre_trigger_start,0.1671841624466812,0.041259500072555966,0.4762563565198113,0.0,0.10578164332272376,0.25077784981112927,0.06525735294117647,0.030330882352941176,0.9034926470588235,0.0,0.017463235294117647,0.013786764705882353
math500,22,68,pre_trigger_start,0.1350259891957702,0.04910742892217754,0.4808649315553553,0.0,0.14056244591141448,0.24354664296569192,0.015625,0.011948529411764705,0.9393382352941176,0.0,0.02849264705882353,0.016544117647058824
math500,23,68,pre_trigger_start,0.12267666271723368,0.04899910210184209,0.556810691514436,0.0,0.12845885279752753,0.19205379899700775,0.035845588235294115,0.03125,0.8327205882352942,0.0,0.05422794117647059,0.07720588235294118
math500,24,68,pre_trigger_start,0.11407882843495291,0.04022385381615416,0.601107322556131,0.0,0.10564660319291494,0.17916726722957238,0.02665441176470588,0.02297794117647059,0.9181985294117647,0.0,0.03676470588235294,0.01838235294117647
math500,25,68,pre_trigger_start,0.09542615374769359,0.023743996222733318,0.5912225518156501,0.0,0.08750508674968253,0.22584622487535372,0.02022058823529412,0.003676470588235294,0.9071691176470589,0.0,0.02849264705882353,0.04411764705882353
math500,26,68,pre_trigger_start,0.09861436902600176,0.03441549611277557,0.5314142239444396,0.0,0.06768356200978708,0.3022878486663103,0.02022058823529412,0.01838235294117647,0.8887867647058824,0.0,0.0055147058823529415,0.08547794117647059
math500,27,68,pre_trigger_start,0.08195224739885067,0.047020071809931646,0.6188605471568949,0.0,0.1213086305788773,0.17787858958849134,0.034926470588235295,0.03308823529411765,0.8373161764705882,0.0,0.051470588235294115,0.07628676470588236
mmlu_pro,0,130,pre_trigger_start,0.08772855111254522,0.042608464032841416,0.002417493600268454,0.0,0.3924122095430413,0.5174417441280988,0.04038461538461539,0.03990384615384615,0.0,0.0,0.4947115384615385,0.46490384615384617
mmlu_pro,1,130,pre_trigger_start,0.0927949055742759,0.03762543789388684,0.017848448942487057,0.0,0.5108698403570228,0.37848680179852706,0.03894230769230769,0.03125,0.06634615384615385,0.0,0.6730769230769231,0.22163461538461537
